concept_id	concept_level	exercise_id	exercise_level	exercise_type_id
1953	A	35699	A1	2
1953	A	35706	A2	19
1955	A	24480	A1	4
1955	A	24501	A2	25
1956	A	24512	A1	9
1956	A	24522	A2	19
1957	A	24540	A1	10
1957	A	24542	A2	12
1958	B	43859	B1	35
1958	B	43869	B2	65
1959	A	24568	A1	10
1959	A	24584	A2	26
1960	A	35710	A1	2
1961	A	35730	A1	9
1961	A	35732	A2	13
1966	B	43900	B1	33
1966	B	43908	B2	66
1970	A	24603	A1	9
1970	A	24618	A2	24
1971	A	35738	A1	6
1971	A	35743	A2	17
1973	A	24635	A1	11
1973	A	24644	A2	20
1976	A	35764	A1	1
1976	A	35770	A2	22
1979	A	24693	A1	11
1979	A	24697	A2	15
1981	A	24714	A1	4
1981	A	24730	A2	20
1983	A	35803	A1	8
1983	A	35806	A2	19
1985	A	24744	A1	4
1985	A	24763	A2	23
1986	A	35811	A1	6
1988	A	24779	A1	10
1988	A	24789	A2	20
1992	A	24835	A1	10
1992	A	24838	A2	13
1993	B	44008	B1	35
1993	B	44014	B2	62
1995	A	24864	A1	10
1995	A	24873	A2	19
2000	A	24893	A1	8
2000	A	24899	A2	14
2001	A	24923	A1	11
2001	A	24934	A2	22
2002	B	44053	B1	44
2004	A	35873	A1	9
2004	A	35875	A2	13
2006	A	24952	A1	9
2006	A	24958	A2	15
2008	A	24976	A1	5
2008	A	24994	A2	23
2009	A	25001	A1	3
2009	A	25017	A2	19
2010	A	35900	A1	6
2010	A	35904	A2	20
2011	A	25032	A1	6
2011	A	25040	A2	14
2012	A	25064	A1	11
2012	A	25075	A2	22
2013	A	27704	A1	5
2013	A	27711	A2	12
2014	A	28766	A1	11
2014	A	28770	A2	15
2019	A	31854	A1	3
2019	A	31870	A2	19
2020	A	32397	A1	2
2020	A	32418	A2	23
2021	B	39319	B1	31
2021	B	39323	B2	60
2022	A	32881	A1	4
2022	A	32887	A2	26
2025	A	18949	A1	4
2025	A	18957	A2	12
2029	A	33673	A1	4
2029	A	33679	A2	26
2032	A	34139	A1	3
2032	A	34144	A2	23
2033	B	41635	B1	35
2033	B	41639	B2	65
2036	A	34562	A1	9
2036	A	34565	A2	14
2042	B	42950	B1	49
2042	B	42953	B2	66
2048	B	43170	B1	31
2048	B	43175	B2	61
2054	B	43950	B1	35
2054	B	43955	B2	65
2059	A	36259	A1	3
2059	A	36274	A2	24
2061	A	36382	A1	3
2061	A	36386	A2	14
2062	A	36468	A2	17
2063	A	25134	A1	4
2063	A	25151	A2	21
2064	A	35910	A1	5
2064	A	35912	A2	19
2065	A	35916	A1	1
2065	A	35922	A2	22
2066	A	25167	A1	8
2066	A	25173	A2	14
2067	B	44150	B1	45
2067	B	44153	B2	62
2068	A	25189	A1	2
2068	A	25208	A2	21
2069	A	35948	A2	19
2070	A	35954	A1	4
2070	A	35957	A2	23
2071	A	25227	A1	11
2071	A	25234	A2	18
2072	A	25246	A1	3
2072	A	25268	A2	25
2075	A	25275	A1	3
2075	A	25295	A2	23
2078	A	36010	A1	11
2078	A	36013	A2	21
2079	A	25312	A1	10
2079	A	25327	A2	25
2081	A	36044	A1	2
2081	A	36051	A2	21
2082	A	25333	A1	2
2082	A	25345	A2	14
2083	A	36055	A1	10
2083	A	36057	A2	15
2084	A	25362	A1	3
2084	A	25381	A2	22
2085	A	25394	A1	8
2085	A	25401	A2	15
2086	A	25419	A1	6
2086	A	25439	A2	26
2087	A	25450	A1	10
2087	A	25454	A2	14
2088	A	25473	A1	6
2088	A	25488	A2	21
2090	A	25531	A1	10
2090	A	25539	A2	18
2093	A	25552	A1	2
2093	A	25562	A2	12
2094	A	36094	A2	20
2097	A	25587	A1	7
2097	A	25597	A2	17
2098	A	25613	A1	6
2098	A	25622	A2	15
2099	A	25636	A1	2
2099	A	25657	A2	23
2101	A	36127	A1	3
2101	A	36130	A2	17
2102	A	25666	A1	3
2102	A	25675	A2	12
2103	A	25701	A1	11
2103	A	25705	A2	15
2104	A	36136	A1	2
2104	A	36142	A2	20
2105	A	25727	A1	9
2105	A	25731	A2	13
2106	A	36146	A2	15
2107	A	25755	A1	9
2107	A	25765	A2	19
2108	A	25782	A1	9
2108	A	25796	A2	23
2109	A	25802	A1	2
2109	A	25814	A2	14
2110	A	25828	A1	1
2110	A	25841	A2	14
2112	A	36167	A1	6
2112	A	36172	A2	14
2114	A	36185	A1	6
2114	A	36188	A2	19
2116	A	25894	A1	9
2116	A	25905	A2	20
2117	A	36196	A1	8
2119	A	36225	A1	11
2119	A	36226	A2	12
2121	B	44598	B1	42
2122	A	25954	A1	11
2122	A	25955	A2	12
2123	A	25974	A1	4
2123	A	25989	A2	19
2124	A	36240	A1	5
2124	A	36244	A2	19
2125	A	26004	A1	6
2125	A	26017	A2	19
2126	A	26032	A1	7
2126	A	26049	A2	24
2127	A	26061	A1	9
2127	A	26068	A2	16
2128	A	36250	A1	6
2128	A	36253	A2	19
2129	A	26090	A1	10
2129	A	26101	A2	21
2130	A	26115	A1	8
2130	A	26127	A2	20
2131	A	26142	A1	8
2131	A	26159	A2	25
2132	A	26169	A1	8
2132	A	26174	A2	13
2133	A	26191	A1	3
2133	A	26207	A2	19
2134	A	26223	A1	8
2134	A	26236	A2	21
2136	A	26277	A1	8
2136	A	26284	A2	15
2137	A	36287	A1	5
2137	A	36293	A2	19
2138	A	26306	A1	9
2138	A	26323	A2	26
2139	A	36297	A1	9
2139	A	36302	A2	16
2140	A	36306	A2	12
2141	A	26337	A1	11
2141	A	26350	A2	24
2143	A	26362	A1	8
2143	A	26373	A2	19
2144	A	36347	A1	3
2144	A	36353	A2	25
2146	A	36357	A1	6
2146	A	36361	A2	20
2149	A	26413	A1	1
2149	A	26435	A2	23
2151	A	26450	A1	10
2151	A	26454	A2	14
2153	A	26471	A1	3
2153	A	26493	A2	25
2154	A	36395	A1	7
2154	A	36406	A2	24
2155	A	36411	A1	4
2155	A	36416	A2	26
2156	A	26499	A1	2
2156	A	26516	A2	19
2157	B	44784	B1	49
2157	B	44794	B2	67
2159	A	26531	A1	5
2159	A	26550	A2	24
2160	A	26557	A1	4
2160	A	26569	A2	16
2163	A	36429	A1	11
2163	A	36433	A2	15
2164	A	36447	A1	1
2164	A	36449	A2	13
2166	A	26614	A1	3
2166	A	26634	A2	23
2167	A	26643	A1	5
2167	A	26662	A2	24
2168	A	36476	A1	6
2168	A	36481	A2	21
2169	A	26673	A1	7
2169	A	26685	A2	19
2170	A	26698	A1	5
2170	A	26708	A2	15
2171	A	26729	A1	9
2171	A	26742	A2	22
2173	A	26759	A1	11
2173	A	26769	A2	21
2176	A	36492	A1	1
2176	A	36499	A2	25
2177	A	26787	A1	9
2177	A	26794	A2	16
2179	A	26809	A1	3
2179	A	26830	A2	24
2180	A	26835	A1	2
2180	A	26858	A2	25
2181	A	36529	A2	18
2182	A	26865	A1	4
2182	A	26875	A2	14
2184	A	26924	A1	9
2184	A	26932	A2	17
2185	A	26943	A1	1
2185	A	26959	A2	17
2186	A	26970	A1	1
2186	A	26985	A2	16
2187	A	27001	A1	5
2187	A	27015	A2	19
2188	A	27032	A1	9
2188	A	27046	A2	23
2189	A	27060	A1	10
2189	A	27068	A2	18
2190	A	27078	A1	1
2190	A	27092	A2	15
2191	A	27111	A1	7
2191	A	27119	A2	15
2193	A	27165	A1	7
2193	A	27176	A2	18
2194	A	27195	A1	10
2194	A	27199	A2	14
2198	A	27303	A1	10
2198	A	27307	A2	14
2200	A	27348	A1	1
2200	A	27364	A2	17
2201	A	27382	A1	8
2201	A	27387	A2	13
2202	A	27412	A1	11
2202	A	27418	A2	17
2204	A	27466	A1	11
2204	A	27472	A2	17
2205	A	27490	A1	8
2205	A	27494	A2	12
2206	A	27519	A1	10
2206	A	27521	A2	12
2207	A	27540	A1	4
2207	A	27559	A2	23
2208	A	27564	A1	1
2208	A	27588	A2	25
2210	A	32605	A2	22
2211	A	27629	A1	11
2211	A	27641	A2	23
2212	A	27654	A1	9
2212	A	27661	A2	16
2213	A	27678	A1	6
2213	A	27693	A2	21
2217	A	27789	A1	9
2217	A	27801	A2	21
2218	A	27815	A1	8
2218	A	27819	A2	12
2221	A	27889	A1	1
2221	A	27912	A2	24
2222	A	27918	A1	3
2222	A	27932	A2	17
2223	A	27949	A1	7
2223	A	27964	A2	22
2227	A	28051	A1	1
2227	A	28062	A2	12
2230	A	28141	A1	10
2230	A	28144	A2	13
2231	A	32590	A1	6
2232	A	28164	A1	5
2232	A	28179	A2	20
2233	A	32595	A2	12
2234	A	32592	A1	8
2236	A	28225	A1	10
2236	A	28236	A2	21
2238	A	28278	A1	9
2238	A	28286	A2	17
2239	A	28304	A1	8
2239	A	28311	A2	15
2240	A	28325	A1	2
2240	A	28344	A2	21
2241	A	28352	A1	2
2241	A	28369	A2	19
2245	A	28461	A1	3
2245	A	28481	A2	23
2246	A	28491	A1	6
2246	A	28502	A2	17
2247	A	28519	A1	7
2247	A	28532	A2	20
2252	A	28654	A1	7
2252	A	28662	A2	15
2253	A	28680	A1	6
2253	A	28693	A2	19
2254	A	28705	A1	4
2254	A	28715	A2	14
2255	A	28731	A1	3
2255	A	28753	A2	25
2257	A	32586	A1	2
2260	A	28839	A1	2
2260	A	28854	A2	17
2261	A	28874	A1	10
2261	A	28881	A2	17
2263	A	28925	A1	7
2263	A	28930	A2	12
2264	A	28946	A1	1
2264	A	28961	A2	16
2265	A	28976	A1	4
2265	A	28988	A2	16
2267	A	29033	A1	7
2267	A	29038	A2	12
2269	A	32606	A2	23
2271	A	29109	A1	1
2271	A	29132	A2	24
2272	A	29138	A1	3
2272	A	29157	A2	22
2274	A	32608	A2	24
2276	A	29220	A1	3
2276	A	29234	A2	17
2277	A	29246	A1	2
2277	A	29258	A2	14
2278	A	32591	A1	7
2279	A	32598	A2	14
2281	A	29302	A1	2
2281	A	29315	A2	15
2282	A	29330	A1	3
2282	A	29351	A2	24
2283	A	29356	A1	2
2283	A	29368	A2	14
2284	A	32602	A2	18
2286	A	32596	A2	12
2287	A	32589	A1	5
2288	A	29421	A1	10
2288	A	29426	A2	15
2289	A	32610	A2	26
2290	A	29441	A1	2
2290	A	29455	A2	16
2291	A	29474	A1	8
2291	A	29483	A2	17
2292	A	29497	A1	4
2292	A	29515	A2	22
2293	A	29521	A1	1
2293	A	29540	A2	20
2294	A	29556	A1	9
2294	A	29566	A2	19
2295	A	29576	A1	2
2295	A	29593	A2	19
2298	A	32603	A2	19
2304	A	29795	A1	4
2304	A	29805	A2	14
2305	A	29820	A1	2
2305	A	29839	A2	21
2307	A	29880	A1	8
2307	A	29897	A2	25
2311	A	29989	A1	9
2311	A	29998	A2	18
2312	A	30017	A1	10
2312	A	30029	A2	22
2316	A	30116	A1	1
2316	A	30136	A2	21
2317	A	30150	A1	8
2317	A	30164	A2	22
2318	A	32585	A1	2
2319	A	32609	A2	26
2320	A	30182	A1	11
2320	A	30195	A2	24
2322	A	30229	A1	4
2322	A	30250	A2	25
2324	A	32604	A2	20
2325	A	30285	A1	5
2325	A	30295	A2	15
2326	A	30308	A1	1
2326	A	30322	A2	15
2327	A	30335	A1	1
2327	A	30359	A2	25
2328	A	30366	A1	5
2328	A	30373	A2	12
2329	A	30395	A1	7
2329	A	30410	A2	22
2330	A	32597	A2	13
2331	A	30427	A1	11
2331	A	30430	A2	14
2333	A	30475	A1	5
2333	A	30484	A2	14
2334	A	30508	A1	11
2334	A	30516	A2	19
2335	A	30531	A1	7
2335	A	30550	A2	26
2336	A	30557	A1	6
2336	A	30570	A2	19
2337	A	30588	A1	10
2337	A	30594	A2	16
2338	A	30616	A1	11
2338	A	30625	A2	20
2341	A	30697	A1	11
2341	A	30700	A2	14
2342	A	30721	A1	8
2342	A	30734	A2	21
2344	A	30775	A1	8
2344	A	30792	A2	25
2345	A	32599	A2	15
2346	A	30799	A1	4
2346	A	30820	A2	25
2347	A	30832	A1	10
2347	A	30835	A2	13
2348	A	30860	A1	11
2348	A	30862	A2	13
2350	A	32600	A2	16
2351	A	30910	A1	6
2351	A	30923	A2	19
2352	A	30936	A1	5
2352	A	30946	A2	15
2353	A	32588	A1	4
2355	A	30993	A1	7
2355	A	31010	A2	24
2357	A	31045	A1	5
2357	A	31060	A2	20
2358	A	31073	A1	6
2358	A	31079	A2	12
2360	A	31132	A1	11
2360	A	31135	A2	14
2361	A	31156	A1	8
2361	A	31168	A2	20
2362	A	32607	A2	23
2363	A	31182	A1	6
2363	A	31197	A2	21
2364	A	31204	A1	1
2364	A	31221	A2	18
2367	A	31293	A1	9
2367	A	31300	A2	16
2368	A	31319	A1	8
2368	A	31333	A2	22
2369	A	31339	A1	1
2369	A	31350	A2	12
2370	A	31366	A1	1
2370	A	31377	A2	12
2371	A	31399	A1	7
2371	A	31405	A2	13
2372	A	31424	A1	5
2372	A	31432	A2	13
2373	A	31457	A1	11
2373	A	31458	A2	12
2374	A	31482	A1	9
2374	A	31492	A2	19
2375	A	31502	A1	2
2375	A	31521	A2	21
2377	A	31557	A1	3
2377	A	31580	A2	26
2378	A	31592	A1	11
2378	A	31595	A2	14
2379	A	31611	A1	3
2379	A	31620	A2	12
2380	A	31646	A1	11
2380	A	31648	A2	13
2382	A	31695	A1	6
2382	A	31708	A2	19
2384	A	31747	A1	4
2384	A	31761	A2	18
2385	A	31777	A1	7
2385	A	31784	A2	14
2386	A	31804	A1	7
2386	A	31811	A2	14
2387	A	31832	A1	8
2387	A	31846	A2	22
2390	A	31909	A1	4
2390	A	31917	A2	12
2391	A	32601	A2	17
2393	A	31964	A1	4
2393	A	31972	A2	12
2394	A	32593	A1	9
2395	A	31993	A1	5
2395	A	32007	A2	19
2396	A	32023	A1	8
2396	A	32038	A2	23
2399	A	32099	A1	3
2399	A	32116	A2	20
2400	A	32594	A2	12
2401	A	32587	A1	3
2402	A	32136	A1	11
2402	A	32146	A2	21
2403	A	32162	A1	10
2403	A	32172	A2	20
2406	A	32236	A1	3
2406	A	32258	A2	25
2408	A	32290	A1	3
2408	A	32308	A2	21
2409	A	32320	A1	6
2409	A	32338	A2	24
2410	A	32345	A1	4
2410	A	32354	A2	13
2411	A	32375	A1	7
2411	A	32384	A2	16
2418	A	32567	A1	10
2418	A	32569	A2	12
2419	A	32611	A1	1
2419	A	32617	A2	23
2420	A	32621	A1	6
2420	A	32627	A2	20
2424	A	32656	A1	1
2424	A	32663	A2	25
2425	A	32666	A1	9
2425	A	32672	A2	25
2427	A	32688	A2	18
2429	A	32701	A1	11
2430	A	32704	A2	15
2431	A	32712	A2	17
2432	A	32714	A1	1
2432	A	32719	A2	16
2433	A	32725	A1	9
2433	A	32726	A2	17
2434	A	32734	A1	9
2434	A	32739	A2	26
2438	A	32770	A1	9
2438	A	32771	A2	12
2439	A	32778	A1	4
